order_id,order_date,status,customer_id,first_name,last_name,email,signup_date,region,postal_code,product_id,product_name,category,quantity,unit_price,item_total,product_cost,shipping_alloc,profit,shipping_method,shipping_cost,discount_pct,order_items_total,order_total,total_refund_amount,return_count,return_reasons,shipping_cost_order,order_items_total_order,region_cust,category_prod,price,cost,weight_kg
O300797,2024-11-07,Completed,C101504,Kendall,Hernandez,user1504@example.com,2024-12-03,Southwest,62136,P2190,Product 190,Home,1,20.18,20.18,10.42,5.57,3.56,Standard,5.57,0,20.18,25.75,0,0,,5.57,20.18,Southwest,Home,20.18,10.42,2.52
O300798,2024-10-07,Completed,C103966,Jordan,Davis,user3966@example.com,2024-12-08,Northeast,62136,P2021,Product 21,Beauty,1,22.55,22.55,9.2,3.19,10.16,Standard,3.19,0,22.55,25.74,0,0,,3.19,22.55,Northeast,Beauty,22.55,9.2,3.61
O300799,2024-03-24,Completed,C101612,Avery,Miller,user1612@example.com,2024-02-20,South,73589,P2137,Product 137,Apparel,1,121.2,121.2,71.83,9.64,39.73,Express,9.64,13.56,121.2,130.84,0,0,,9.64,121.2,South,Apparel,140.21,71.83,3.37
O300800,2023-03-15,Completed,C102307,Kendall,Williams,user2307@example.com,2024-01-20,South,14447,P2067,Product 67,Home,1,79.2,79.2,61.75,2.041194858,15.41,Express,12.45,0,483.07,495.52,0,0,,12.45,483.07,South,Home,79.2,61.75,2.34
O300800,2023-03-15,Completed,C102307,Kendall,Williams,user2307@example.com,2024-01-20,South,14447,P2166,Product 166,Electronics,1,131.77,131.77,88.38,3.396063717,39.99,Express,12.45,0,483.07,495.52,0,0,,12.45,483.07,South,Electronics,131.77,88.38,0.95
O300800,2023-03-15,Completed,C102307,Kendall,Williams,user2307@example.com,2024-01-20,South,14447,P2119,Product 119,Electronics,2,136.05,272.1,146.24,7.012741425,118.85,Express,12.45,0,483.07,495.52,0,0,,12.45,483.07,South,Electronics,136.05,73.12,4.55
O300801,2024-10-01,Completed,C103505,Hayden,Rodriguez,user3505@example.com,2024-03-01,Northeast,24052,P2002,Product 2,Sports,1,135.51,135.51,88.83,4.54140085,42.14,Standard,6.39,0,190.67,197.06,0,0,,6.39,190.67,Northeast,Sports,135.51,88.83,3.64
O300801,2024-10-01,Completed,C103505,Hayden,Rodriguez,user3505@example.com,2024-03-01,Northeast,24052,P2017,Product 17,Electronics,1,29.37,29.37,16.49,0.984288561,11.9,Standard,6.39,0,190.67,197.06,0,0,,6.39,190.67,Northeast,Electronics,29.37,16.49,1.27
O300801,2024-10-01,Completed,C103505,Hayden,Rodriguez,user3505@example.com,2024-03-01,Northeast,24052,P2008,Product 8,Apparel,1,25.79,25.79,17.84,0.864310589,7.09,Standard,6.39,0,190.67,197.06,0,0,,6.39,190.67,Northeast,Apparel,25.79,17.84,3.45
O300802,2023-05-30,Completed,C100552,Morgan,Smith,user552@example.com,2023-01-22,West,36925,P2127,Product 127,Toys,2,21.18,42.36,19.8,1.930953959,20.63,Standard,3.99,0,87.53,91.52,0,0,,3.99,87.53,West,Toys,21.18,9.9,4.86
O300802,2023-05-30,Completed,C100552,Morgan,Smith,user552@example.com,2023-01-22,West,36925,P2093,Product 93,Electronics,1,22.75,22.75,15.01,1.037044442,6.7,Standard,3.99,0,87.53,91.52,0,0,,3.99,87.53,West,Electronics,22.75,15.01,1.92
O300802,2023-05-30,Completed,C100552,Morgan,Smith,user552@example.com,2023-01-22,West,36925,P2197,Product 197,Sports,1,22.42,22.42,16.83,1.022001599,4.57,Standard,3.99,0,87.53,91.52,0,0,,3.99,87.53,West,Sports,22.42,16.83,1.55
O300803,2023-06-08,Completed,C103918,Kendall,Davis,user3918@example.com,2024-01-10,Southwest,95799,P2100,Product 100,Beauty,1,63.36,63.36,34.68,4.35,20.68,Standard,4.35,0,63.36,67.71,0,0,,4.35,63.36,Southwest,Beauty,63.36,34.68,2.99
O300804,2023-02-10,Completed,C102189,Kendall,Wilson,user2189@example.com,2024-07-15,Midwest,21117,P2171,Product 171,Electronics,2,55.84,111.68,61.64,28.28,21.76,Two-Day,28.28,0,111.68,139.96,0,0,,28.28,111.68,Midwest,Electronics,55.84,30.82,2.48
O300805,2023-01-16,Completed,C100835,Drew,Martinez,user835@example.com,2023-12-27,Northeast,90228,P2132,Product 132,Electronics,1,164.08,164.08,121.95,6.93,35.2,Standard,6.93,0,164.08,171.01,0,0,,6.93,164.08,Northeast,Electronics,164.08,121.95,3.34
O300806,2023-01-01,Completed,C100937,Taylor,Jones,user937@example.com,2024-01-15,South,55378,P2181,Product 181,Electronics,1,149.43,149.43,91.7,6.29,51.44,Standard,6.29,0,149.43,155.72,0,0,,6.29,149.43,South,Electronics,149.43,91.7,0.49
O300807,2024-08-09,Completed,C104479,Jordan,Hernandez,user4479@example.com,2023-08-11,South,31162,P2010,Product 10,Apparel,1,24.82,24.82,14.49,6.7,3.63,Standard,6.7,0,24.82,31.52,0,0,,6.7,24.82,South,Apparel,24.82,14.49,1.43
O300808,2023-11-23,Completed,C102595,Hayden,Williams,user2595@example.com,2023-03-20,West,34740,P2003,Product 3,Sports,1,34.47,34.47,26.88,9.35,-1.76,Express,9.35,0,34.47,43.82,0,0,,9.35,34.47,West,Sports,34.47,26.88,4.85
O300809,2023-05-14,Completed,C102632,Chris,Martinez,user2632@example.com,2024-10-04,West,55162,P2076,Product 76,Home,1,173.86,173.86,114.65,3.88,55.33,Standard,3.88,0,173.86,177.74,0,0,,3.88,173.86,West,Home,173.86,114.65,0.61
O300810,2023-05-06,Completed,C102518,Taylor,Martinez,user2518@example.com,2023-04-07,Southwest,63906,P2028,Product 28,Sports,1,93.14,93.14,61.33,6.66,21.38,Standard,6.66,0,93.14,99.8,0,0,,6.66,93.14,Southwest,Sports,93.14,61.33,2.74
O300811,2023-12-09,Completed,C101045,Jordan,Jones,user1045@example.com,2024-10-30,Midwest,43573,P2168,Product 168,Beauty,3,151.97,455.91,226.65,5.727718807,223.53,Standard,6.28,0,499.87,506.15,0,0,,6.28,499.87,Midwest,Beauty,151.97,75.55,2.92
O300811,2023-12-09,Completed,C101045,Jordan,Jones,user1045@example.com,2024-10-30,Midwest,43573,P2180,Product 180,Electronics,1,43.96,43.96,20.45,0.552281193,22.96,Standard,6.28,0,499.87,506.15,0,0,,6.28,499.87,Midwest,Electronics,43.96,20.45,0.65
O300812,2023-12-20,Completed,C101290,Morgan,Anderson,user1290@example.com,2024-01-23,Midwest,63426,P2111,Product 111,Beauty,1,165.57,165.57,95.61,5.82,64.14,Standard,5.82,0,165.57,171.39,0,0,,5.82,165.57,Midwest,Beauty,165.57,95.61,0.33
O300813,2023-03-15,Completed,C102040,Riley,Hernandez,user2040@example.com,2024-06-18,South,41460,P2147,Product 147,Apparel,1,97.54,97.54,77.15,4.6,15.79,Standard,4.6,0,97.54,102.14,0,0,,4.6,97.54,South,Apparel,97.54,77.15,2.34
O300814,2023-05-14,Completed,C104528,Cameron,Davis,user4528@example.com,2024-06-21,Midwest,43208,P2090,Product 90,Home,1,51.85,51.85,39.18,3.63,9.04,Standard,3.63,0,51.85,55.48,0,0,,3.63,51.85,Midwest,Home,51.85,39.18,1.36
O300815,2023-09-29,Completed,C102938,Robin,Davis,user2938@example.com,2024-10-20,Northeast,23805,P2064,Product 64,Home,1,64.39,64.39,45.19,9.7,9.5,Express,9.7,0,64.39,74.09,0,0,,9.7,64.39,Northeast,Home,64.39,45.19,3.67
O300816,2024-06-01,Completed,C104982,Kendall,Brown,user4982@example.com,2023-02-03,Midwest,22268,P2156,Product 156,Apparel,2,96.72,193.44,87.32,5.15,100.97,Standard,5.15,0,193.44,198.59,0,0,,5.15,193.44,Midwest,Apparel,96.72,43.66,1.71
O300817,2024-01-25,Completed,C103996,Alex,Williams,user3996@example.com,2024-03-25,West,44422,P2098,Product 98,Home,1,11.53,11.53,7.81,3.52,0.2,Standard,3.52,0,11.53,15.05,0,0,,3.52,11.53,West,Home,11.53,7.81,2.5
O300818,2023-06-20,Completed,C101249,Kendall,Hernandez,user1249@example.com,2024-04-09,Northeast,95017,P2021,Product 21,Beauty,1,22.55,22.55,9.2,7.57,5.78,Standard,7.57,0,22.55,30.12,0,0,,7.57,22.55,Northeast,Beauty,22.55,9.2,3.61
O300819,2023-10-14,Completed,C103063,Riley,Hernandez,user3063@example.com,2023-08-01,West,94116,P2030,Product 30,Electronics,3,110.19,330.57,181.65,13.72,135.2,Express,13.72,0,330.57,344.29,0,0,,13.72,330.57,West,Electronics,110.19,60.55,4.19
O300820,2024-01-31,Completed,C100912,Cameron,Wilson,user912@example.com,2023-09-16,South,85664,P2024,Product 24,Sports,1,42.72,42.72,26.04,7.79,8.89,Standard,7.79,0,42.72,50.51,0,0,,7.79,42.72,South,Sports,42.72,26.04,3.72
O300821,2024-11-10,Completed,C103493,Cameron,Gonzalez,user3493@example.com,2023-08-18,Northeast,84836,P2038,Product 38,Home,1,107.82,107.82,77.5,5.612761521,24.71,Express,13.68,0,262.79,276.47,0,0,,13.68,262.79,Northeast,Home,107.82,77.5,2.58
O300821,2024-11-10,Completed,C103493,Cameron,Gonzalez,user3493@example.com,2023-08-18,Northeast,84836,P2065,Product 65,Toys,1,154.97,154.97,106.24,8.067238479,40.66,Express,13.68,0,262.79,276.47,0,0,,13.68,262.79,Northeast,Toys,154.97,106.24,3.22
O300822,2023-08-23,Completed,C100173,Casey,Hernandez,user173@example.com,2023-05-08,South,49685,P2166,Product 166,Electronics,1,131.77,131.77,88.38,19.57418173,23.82,Two-Day,26.55,0,178.73,205.28,0,0,,26.55,178.73,South,Electronics,131.77,88.38,0.95
O300822,2023-08-23,Completed,C100173,Casey,Hernandez,user173@example.com,2023-05-08,South,49685,P2170,Product 170,Electronics,1,46.96,46.96,34.14,6.975818273,5.84,Two-Day,26.55,0,178.73,205.28,0,0,,26.55,178.73,South,Electronics,46.96,34.14,2.17
O300823,2024-09-04,Completed,C101235,Chris,Davis,user1235@example.com,2024-10-05,Midwest,44341,P2198,Product 198,Home,1,28.13,28.13,12.59,19.03,-3.49,Two-Day,19.03,0,28.13,47.16,0,0,,19.03,28.13,Midwest,Home,28.13,12.59,1.82
O300824,2024-05-14,Completed,C104383,Robin,Hernandez,user4383@example.com,2024-09-23,Midwest,34592,P2152,Product 152,Electronics,1,44.67,44.67,21.03,14.56,9.08,Express,14.56,0,44.67,59.23,0,0,,14.56,44.67,Midwest,Electronics,44.67,21.03,2.55
O300825,2024-10-20,Completed,C103373,Alex,Smith,user3373@example.com,2024-10-28,Midwest,69416,P2009,Product 9,Home,1,23.97,23.97,16.46,5.55,1.96,Standard,5.55,0,23.97,29.52,0,0,,5.55,23.97,Midwest,Home,23.97,16.46,3.36
O300826,2024-06-05,Completed,C104115,Hayden,Martinez,user4115@example.com,2023-11-30,West,29579,P2068,Product 68,Electronics,1,61.93,61.93,25.58,2.326511303,34.02,Standard,4.57,0,121.65,126.22,0,0,,4.57,121.65,West,Electronics,61.93,25.58,2.18
O300826,2024-06-05,Completed,C104115,Hayden,Martinez,user4115@example.com,2023-11-30,West,29579,P2046,Product 46,Electronics,1,59.72,59.72,40.49,2.243488697,16.99,Standard,4.57,0,121.65,126.22,0,0,,4.57,121.65,West,Electronics,59.72,40.49,2.89
O300827,2024-07-09,Completed,C100987,Casey,Jones,user987@example.com,2023-12-20,Midwest,32735,P2197,Product 197,Sports,1,22.42,22.42,16.83,1.972575107,3.62,Standard,7.38,0,83.88,91.26,0,0,,7.38,83.88,Midwest,Sports,22.42,16.83,1.55
O300827,2024-07-09,Completed,C100987,Casey,Jones,user987@example.com,2023-12-20,Midwest,32735,P2176,Product 176,Home,1,61.46,61.46,33.15,5.407424893,22.9,Standard,7.38,0,83.88,91.26,0,0,,7.38,83.88,Midwest,Home,61.46,33.15,0.5
O300828,2023-09-21,Completed,C101285,Cameron,Garcia,user1285@example.com,2023-05-23,West,15988,P2012,Product 12,Sports,1,44.66,44.66,25.81,7.342315753,11.51,Express,9.57,0,58.21,67.78,0,0,,9.57,58.21,West,Sports,44.66,25.81,0.61
O300828,2023-09-21,Completed,C101285,Cameron,Garcia,user1285@example.com,2023-05-23,West,15988,P2125,Product 125,Home,1,13.55,13.55,10.73,2.227684247,0.59,Express,9.57,0,58.21,67.78,0,0,,9.57,58.21,West,Home,13.55,10.73,4.73
O300829,2024-10-18,Completed,C100561,Morgan,Smith,user561@example.com,2023-04-06,West,21357,P2026,Product 26,Sports,1,11.15,11.15,7.72,1.70778481,1.72,Standard,3.63,0,23.7,27.33,0,0,,3.63,23.7,West,Sports,11.15,7.72,4.49
O300829,2024-10-18,Completed,C100561,Morgan,Smith,user561@example.com,2023-04-06,West,21357,P2070,Product 70,Apparel,1,12.55,12.55,9.39,1.92221519,1.24,Standard,3.63,0,23.7,27.33,0,0,,3.63,23.7,West,Apparel,12.55,9.39,1.87
O300830,2023-02-25,Returned,C100668,Casey,Williams,user668@example.com,2024-06-05,Northeast,16405,P2041,Product 41,Sports,1,28.65,28.65,17.49,24.22,-13.06,Two-Day,24.22,0,28.65,52.87,0,0,,24.22,28.65,Northeast,Sports,28.65,17.49,4.91
O300831,2024-10-25,Completed,C102282,Taylor,Hernandez,user2282@example.com,2024-07-17,South,23054,P2007,Product 7,Home,1,63.97,63.97,32.26,2.572995839,29.14,Standard,3.48,0,86.52,90,0,0,,3.48,86.52,South,Home,63.97,32.26,1.52
O300831,2024-10-25,Completed,C102282,Taylor,Hernandez,user2282@example.com,2024-07-17,South,23054,P2021,Product 21,Beauty,1,22.55,22.55,9.2,0.907004161,12.44,Standard,3.48,0,86.52,90,0,0,,3.48,86.52,South,Beauty,22.55,9.2,3.61
O300832,2024-02-08,Completed,C100429,Alex,Miller,user429@example.com,2024-09-17,Midwest,95261,P2148,Product 148,Apparel,1,49.57,49.57,35.36,7.27,6.94,Standard,7.27,0,49.57,56.84,0,0,,7.27,49.57,Midwest,Apparel,49.57,35.36,4.95
O300833,2023-03-29,Completed,C103597,Sam,Johnson,user3597@example.com,2024-09-04,Midwest,16309,P2013,Product 13,Electronics,2,65.35,130.7,69.82,8.15,52.73,Express,8.15,0,130.7,138.85,0,0,,8.15,130.7,Midwest,Electronics,65.35,34.91,0.35
O300834,2023-01-01,Completed,C103554,Robin,Rodriguez,user3554@example.com,2023-05-04,Midwest,54549,P2074,Product 74,Apparel,1,158.08,158.08,113.38,7.7,37,Standard,7.7,0,158.08,165.78,0,0,,7.7,158.08,Midwest,Apparel,158.08,113.38,1.65
O300835,2023-05-07,Completed,C101412,Robin,Anderson,user1412@example.com,2023-05-10,Southwest,20909,P2104,Product 104,Beauty,1,32.64,32.64,15.55,14.29,2.38,Express,14.29,0,32.64,46.93,0,0,,14.29,32.64,Southwest,Beauty,32.64,15.55,1.63
O300836,2023-06-13,Completed,C101603,Sam,Anderson,user1603@example.com,2023-07-25,Southwest,63276,P2078,Product 78,Apparel,1,100.33,100.33,74.17,7.42,15.93,Standard,7.42,0,100.33,107.75,0,0,,7.42,100.33,Southwest,Apparel,100.33,74.17,1.92
O300837,2024-10-04,Completed,C101870,Hayden,Wilson,user1870@example.com,2024-10-09,Southwest,20556,P2188,Product 188,Beauty,1,65.81,65.81,46.49,9.48,8.36,Express,9.48,0,65.81,75.29,0,0,,9.48,65.81,Southwest,Beauty,65.81,46.49,2.97
O300838,2023-10-15,Completed,C100380,Jamie,Johnson,user380@example.com,2023-07-09,Midwest,78096,P2189,Product 189,Electronics,1,100.34,100.34,49.36,20.29,30.69,Two-Day,20.29,0,100.34,120.63,0,0,,20.29,100.34,Midwest,Electronics,100.34,49.36,2.97
O300839,2023-09-01,Completed,C101528,Sam,Anderson,user1528@example.com,2024-05-18,Southwest,97125,P2117,Product 117,Toys,3,41.14,123.42,58.32,3.09,52.71,Standard,3.09,0,123.42,126.51,0,0,,3.09,123.42,Southwest,Toys,41.14,19.44,3.45
O300840,2024-12-10,Completed,C102199,Morgan,Wilson,user2199@example.com,2024-11-10,Midwest,23910,P2196,Product 196,Sports,1,55.24,55.24,34.95,6.88,13.41,Standard,6.88,0,55.24,62.12,0,0,,6.88,55.24,Midwest,Sports,55.24,34.95,3.41
O300841,2024-08-18,Completed,C101266,Drew,Martinez,user1266@example.com,2023-05-10,Southwest,58260,P2013,Product 13,Electronics,1,65.35,65.35,34.91,3.349102497,23.03,Standard,3.94,0,76.88,80.82,0,0,,3.94,76.88,Southwest,Electronics,65.35,34.91,0.35
O300841,2024-08-18,Completed,C101266,Drew,Martinez,user1266@example.com,2023-05-10,Southwest,58260,P2098,Product 98,Home,1,11.53,11.53,7.81,0.590897503,2.66,Standard,3.94,0,76.88,80.82,0,0,,3.94,76.88,Southwest,Home,11.53,7.81,2.5
O300842,2024-04-23,Completed,C102601,Sam,Martinez,user2601@example.com,2024-04-07,South,35261,P2039,Product 39,Home,1,18.53,18.53,13.15,0.53995883,4.84,Standard,5.45,0,187.03,192.48,0,0,,5.45,187.03,South,Home,18.53,13.15,1.33
O300842,2024-04-23,Completed,C102601,Sam,Martinez,user2601@example.com,2024-04-07,South,35261,P2075,Product 75,Toys,2,84.25,168.5,82.28,4.91004117,81.31,Standard,5.45,0,187.03,192.48,0,0,,5.45,187.03,South,Toys,84.25,41.14,1.6
O300843,2024-02-29,Completed,C100862,Cameron,Hernandez,user862@example.com,2023-09-20,South,69429,P2046,Product 46,Electronics,1,50.54,50.54,40.49,3.17,6.88,Standard,3.17,15.37,50.54,53.71,0,0,,3.17,50.54,South,Electronics,59.72,40.49,2.89
O300844,2024-11-25,Completed,C102883,Kendall,Garcia,user2883@example.com,2023-12-08,West,18712,P2153,Product 153,Toys,1,12.31,12.31,5.2,2.1828474,4.93,Standard,4.16,0,23.46,27.62,0,0,,4.16,23.46,West,Toys,12.31,5.2,3.33
O300844,2024-11-25,Completed,C102883,Kendall,Garcia,user2883@example.com,2023-12-08,West,18712,P2026,Product 26,Sports,1,11.15,11.15,7.72,1.9771526,1.45,Standard,4.16,0,23.46,27.62,0,0,,4.16,23.46,West,Sports,11.15,7.72,4.49
O300845,2023-10-11,Completed,C103763,Casey,Williams,user3763@example.com,2024-08-08,Northeast,74551,P2149,Product 149,Electronics,1,29.09,29.09,18.39,6.06,4.64,Standard,6.06,0,29.09,35.15,0,0,,6.06,29.09,Northeast,Electronics,29.09,18.39,3.77
O300846,2023-09-16,Completed,C104321,Jamie,Brown,user4321@example.com,2023-10-31,West,77194,P2016,Product 16,Sports,1,31.55,31.55,17.47,6.31,7.77,Standard,6.31,0,31.55,37.86,0,0,,6.31,31.55,West,Sports,31.55,17.47,0.53
O300847,2023-10-29,Completed,C101064,Sam,Anderson,user1064@example.com,2024-08-31,Southwest,55813,P2083,Product 83,Home,1,161.59,161.59,85.73,2.682448157,62.2,Standard,3.17,0,190.96,194.13,0,0,,3.17,190.96,Southwest,Home,161.59,85.73,2.21
O300847,2023-10-29,Completed,C101064,Sam,Anderson,user1064@example.com,2024-08-31,Southwest,55813,P2017,Product 17,Electronics,1,29.37,29.37,16.49,0.487551843,10.53,Standard,3.17,0,190.96,194.13,0,0,,3.17,190.96,Southwest,Electronics,29.37,16.49,1.27
O300848,2023-02-17,Completed,C103373,Alex,Smith,user3373@example.com,2024-10-28,Midwest,69416,P2175,Product 175,Home,1,152.35,152.35,61.39,2.295,88.66,Standard,4.59,0,304.7,309.29,0,0,,4.59,304.7,Midwest,Home,152.35,61.39,2.05
O300848,2023-02-17,Completed,C103373,Alex,Smith,user3373@example.com,2024-10-28,Midwest,69416,P2175,Product 175,Home,1,152.35,152.35,61.39,2.295,88.66,Standard,4.59,0,304.7,309.29,0,0,,4.59,304.7,Midwest,Home,152.35,61.39,2.05
O300849,2024-08-16,Completed,C103666,Taylor,Anderson,user3666@example.com,2024-04-13,Northeast,47602,P2138,Product 138,Toys,1,44.98,44.98,29.23,4.21,11.54,Standard,4.21,0,44.98,49.19,0,0,,4.21,44.98,Northeast,Toys,44.98,29.23,2.75
O300850,2023-09-13,Completed,C103246,Chris,Anderson,user3246@example.com,2023-11-21,West,17782,P2020,Product 20,Toys,1,63.94,63.94,44.36,3.53,16.05,Standard,3.53,0,63.94,67.47,0,0,,3.53,63.94,West,Toys,63.94,44.36,1.04
O300851,2023-10-24,Completed,C102356,Hayden,Hernandez,user2356@example.com,2023-05-06,Northeast,62775,P2128,Product 128,Home,1,27.15,27.15,17.03,2.341394826,7.78,Standard,6.9,4.36,80.01,86.91,0,0,,6.9,80.01,Northeast,Home,28.39,17.03,4.73
O300851,2023-10-24,Completed,C102356,Hayden,Hernandez,user2356@example.com,2023-05-06,Northeast,62775,P2024,Product 24,Sports,1,40.86,40.86,26.04,3.523734533,11.3,Standard,6.9,4.36,80.01,86.91,0,0,,6.9,80.01,Northeast,Sports,42.72,26.04,3.72
O300851,2023-10-24,Completed,C102356,Hayden,Hernandez,user2356@example.com,2023-05-06,Northeast,62775,P2070,Product 70,Apparel,1,12,12,9.39,1.034870641,1.58,Standard,6.9,4.36,80.01,86.91,0,0,,6.9,80.01,Northeast,Apparel,12.55,9.39,1.87
O300852,2023-03-17,Completed,C104898,Jamie,Brown,user4898@example.com,2024-09-30,Southwest,23133,P2083,Product 83,Home,1,161.59,161.59,85.73,5.839755992,59.52,Standard,6.65,0,184.01,190.66,0,0,,6.65,184.01,Southwest,Home,161.59,85.73,2.21
O300852,2023-03-17,Completed,C104898,Jamie,Brown,user4898@example.com,2024-09-30,Southwest,23133,P2197,Product 197,Sports,1,22.42,22.42,16.83,0.810244008,4.06,Standard,6.65,0,184.01,190.66,0,0,,6.65,184.01,Southwest,Sports,22.42,16.83,1.55
O300853,2023-10-14,Completed,C100973,Chris,Davis,user973@example.com,2024-05-27,Midwest,84039,P2147,Product 147,Apparel,1,97.54,97.54,77.15,7.71,12.68,Standard,7.71,0,97.54,105.25,0,0,,7.71,97.54,Midwest,Apparel,97.54,77.15,2.34
O300854,2024-11-22,Completed,C103743,Sam,Garcia,user3743@example.com,2024-11-10,South,12407,P2140,Product 140,Home,1,188.02,188.02,137.7,7.327263657,42.99,Standard,7.89,0,202.46,210.35,0,0,,7.89,202.46,South,Home,188.02,137.7,0.99
O300854,2024-11-22,Completed,C103743,Sam,Garcia,user3743@example.com,2024-11-10,South,12407,P2025,Product 25,Toys,1,14.44,14.44,9.02,0.562736343,4.86,Standard,7.89,0,202.46,210.35,0,0,,7.89,202.46,South,Toys,14.44,9.02,1.33
O300855,2024-12-17,Completed,C103306,Alex,Johnson,user3306@example.com,2023-06-25,South,58180,P2045,Product 45,Electronics,1,17.35,17.35,8.79,7.636913926,0.92,Express,12.58,11.43,28.58,41.16,17.35,1,Damaged,12.58,28.58,South,Electronics,19.59,8.79,1.42
O300855,2024-12-17,Completed,C103306,Alex,Johnson,user3306@example.com,2023-06-25,South,58180,P2192,Product 192,Toys,1,11.23,11.23,9.69,4.943086074,-3.4,Express,12.58,11.43,28.58,41.16,0,0,,12.58,28.58,South,Toys,12.68,9.69,1.91
O300856,2023-04-13,Completed,C103444,Hayden,Jones,user3444@example.com,2024-01-28,West,39018,P2002,Product 2,Sports,1,135.51,135.51,88.83,1.6942515,44.99,Standard,4.5,0,359.92,364.42,0,0,,4.5,359.92,West,Sports,135.51,88.83,3.64
O300856,2023-04-13,Completed,C103444,Hayden,Jones,user3444@example.com,2024-01-28,West,39018,P2059,Product 59,Sports,1,224.41,224.41,109.59,2.8057485,112.01,Standard,4.5,0,359.92,364.42,0,0,,4.5,359.92,West,Sports,224.41,109.59,3.05
O300857,2023-08-13,Completed,C101002,Avery,Brown,user1002@example.com,2023-08-19,Northeast,12998,P2095,Product 95,Apparel,2,14.93,29.86,18.56,17.07,-5.77,Two-Day,17.07,0,29.86,46.93,0,0,,17.07,29.86,Northeast,Apparel,14.93,9.28,1.88
O300858,2024-11-25,Completed,C103198,Avery,Jones,user3198@example.com,2024-04-27,Southwest,91176,P2014,Product 14,Sports,1,26.49,26.49,15.54,16.2,-4.46,Two-Day,16.2,0,26.49,42.69,0,0,,16.2,26.49,Southwest,Sports,26.49,15.54,4.31
O300859,2023-05-16,Completed,C103067,Casey,Johnson,user3067@example.com,2024-12-08,South,69570,P2171,Product 171,Electronics,3,55.84,167.52,92.46,2.835308785,72.22,Standard,4.67,0,275.92,280.59,0,0,,4.67,275.92,South,Electronics,55.84,30.82,2.48
O300859,2023-05-16,Completed,C103067,Casey,Johnson,user3067@example.com,2024-12-08,South,69570,P2184,Product 184,Beauty,1,72.22,72.22,45.94,1.222337634,25.06,Standard,4.67,0,275.92,280.59,0,0,,4.67,275.92,South,Beauty,72.22,45.94,4.92
O300859,2023-05-16,Completed,C103067,Casey,Johnson,user3067@example.com,2024-12-08,South,69570,P2134,Product 134,Toys,1,36.18,36.18,24.5,0.612353581,11.07,Standard,4.67,0,275.92,280.59,0,0,,4.67,275.92,South,Toys,36.18,24.5,0.73
O300860,2023-01-31,Completed,C102185,Avery,Garcia,user2185@example.com,2023-05-16,South,96111,P2099,Product 99,Sports,1,184.77,184.77,77.16,5.27,102.34,Standard,5.27,0,184.77,190.04,0,0,,5.27,184.77,South,Sports,184.77,77.16,4.44
O300861,2024-05-05,Completed,C102800,Casey,Lopez,user2800@example.com,2023-09-04,Midwest,86992,P2151,Product 151,Beauty,1,78.5,78.5,57.32,3.79,17.39,Standard,3.79,0,78.5,82.29,0,0,,3.79,78.5,Midwest,Beauty,78.5,57.32,2.34
O300862,2023-07-07,Completed,C104982,Kendall,Brown,user4982@example.com,2023-02-03,Midwest,22268,P2047,Product 47,Electronics,1,61.64,61.64,35.74,5.582332654,20.32,Standard,6.67,0,73.65,80.32,0,0,,6.67,73.65,Midwest,Electronics,61.64,35.74,4.74
O300862,2023-07-07,Completed,C104982,Kendall,Brown,user4982@example.com,2023-02-03,Midwest,22268,P2089,Product 89,Beauty,1,12.01,12.01,6.88,1.087667346,4.04,Standard,6.67,0,73.65,80.32,0,0,,6.67,73.65,Midwest,Beauty,12.01,6.88,1.9
O300863,2024-03-09,Completed,C100810,Casey,Jones,user810@example.com,2024-03-29,Midwest,93232,P2106,Product 106,Apparel,1,67.25,67.25,34.67,6.59,25.99,Standard,6.59,0.19,67.25,73.84,0,0,,6.59,67.25,Midwest,Apparel,67.38,34.67,3.31
O300864,2024-12-23,Completed,C103438,Hayden,Hernandez,user3438@example.com,2023-07-04,Northeast,59699,P2186,Product 186,Beauty,1,70.03,70.03,51.41,7.881759578,10.74,Two-Day,16.01,0,142.25,158.26,0,0,,16.01,142.25,Northeast,Beauty,70.03,51.41,1.71
O300864,2024-12-23,Completed,C103438,Hayden,Hernandez,user3438@example.com,2023-07-04,Northeast,59699,P2000,Product 0,Apparel,2,36.11,72.22,36.08,8.128240422,28.01,Two-Day,16.01,0,142.25,158.26,0,0,,16.01,142.25,Northeast,Apparel,36.11,18.04,0.77
O300865,2023-08-27,Completed,C103849,Jamie,Smith,user3849@example.com,2024-03-29,Southwest,50721,P2046,Product 46,Electronics,1,59.72,59.72,40.49,2.882331246,13.9,Standard,4.24,0,87.85,92.09,0,0,,4.24,87.85,Southwest,Electronics,59.72,40.49,2.89
O300865,2023-08-27,Completed,C103849,Jamie,Smith,user3849@example.com,2024-03-29,Southwest,50721,P2198,Product 198,Home,1,28.13,28.13,12.59,1.357668754,12.05,Standard,4.24,0,87.85,92.09,0,0,,4.24,87.85,Southwest,Home,28.13,12.59,1.82
O300866,2023-09-20,Completed,C103246,Chris,Anderson,user3246@example.com,2023-11-21,West,17782,P2101,Product 101,Sports,1,46.23,46.23,22.39,17.11,6.73,Two-Day,17.11,0,46.23,63.34,0,0,,17.11,46.23,West,Sports,46.23,22.39,1.28
